msa,State,County,FMR0,FMR1,FMR2,FMR3,FMR4,State_Alpha,CountyName,pop,FMRtype,msaname,StateName,FMRArea
450,1,15,278,329,412,574,650,AL,Calhoun,116034,40,"Anniston, AL",ALABAMA,450
580,1,81,277,387,497,646,817,AL,Lee,87146,40,"Aurburn-Opelika, Al",ALABAMA,580
1000,1,9,424,479,557,756,837,AL,Blount,39248,40,"Birmingham, AL",ALABAMA,1000
1000,1,73,424,479,557,756,837,AL,Jefferson,651525,40,"Birmingham, AL",ALABAMA,1000
1000,1,115,424,479,557,756,837,AL,St. Clair,50009,40,"Birmingham, AL",ALABAMA,1000
1000,1,117,424,479,557,756,837,AL,Shelby,99358,40,"Birmingham, AL",ALABAMA,1000
1800,1,113,376,418,501,654,710,AL,Russell,46860,40,"Columbus, GA-AL",ALABAMA,1800
2030,1,79,369,373,469,609,728,AL,Lawrence,31513,40,"Decatur, AL",ALABAMA,2030
2030,1,103,369,373,469,609,728,AL,Morgan,100043,40,"Decatur, AL",ALABAMA,2030
2180,1,45,334,342,425,584,593,AL,Dale,49633,40,"Dothan, AL",ALABAMA,2180
2180,1,69,334,342,425,584,593,AL,Houston,81331,40,"Dothan, AL",ALABAMA,2180
2650,1,33,314,360,462,577,647,AL,Colbert,51666,40,"Florence, AL",ALABAMA,2650
2650,1,77,314,360,462,577,647,AL,Lauderdale,79661,40,"Florence, AL",ALABAMA,2650
2880,1,55,278,340,392,509,627,AL,Etowah,99840,40,"Gadsden, AL",ALABAMA,2880
3440,1,83,387,454,559,745,887,AL,Limestone,54135,40,"Huntsville, AL",ALABAMA,3440
3440,1,89,387,454,559,745,887,AL,Madison,238912,40,"Huntsville, AL",ALABAMA,3440
5160,1,3,406,454,521,701,822,AL,Baldwin,98280,40,"Mobile, AL",ALABAMA,5160
5160,1,97,406,454,521,701,822,AL,Mobile,378643,40,"Mobile, AL",ALABAMA,5160
5240,1,1,424,453,535,729,878,AL,Autauga,34222,40,"Montgomery, AL",ALABAMA,5240
5240,1,51,424,453,535,729,878,AL,Elmore,49210,40,"Montgomery, AL",ALABAMA,5240
5240,1,101,424,453,535,729,878,AL,Montgomery,209085,40,"Montgomery, AL",ALABAMA,5240
8600,1,125,366,391,521,715,756,AL,Tuscaloosa,150522,40,"Tuscaloosa, AL",ALABAMA,8600
10000,1,5,261,311,370,480,550,AL,Barbour,25417,40,,ALABAMA,100005
10000,1,7,261,311,370,500,599,AL,Bibb,16576,40,,ALABAMA,100007
10000,1,11,261,311,370,480,550,AL,Bullock,11042,40,,ALABAMA,100011
10000,1,13,261,311,370,480,550,AL,Butler,21892,40,,ALABAMA,100013
10000,1,17,261,311,370,480,551,AL,Chambers,36876,40,,ALABAMA,100017
10000,1,19,261,311,370,480,550,AL,Cherokee,19543,40,,ALABAMA,100019
10000,1,21,271,311,370,480,550,AL,Chilton,32458,40,,ALABAMA,100021
10000,1,23,261,311,370,480,550,AL,Choctaw,16018,40,,ALABAMA,100023
10000,1,25,261,311,370,480,550,AL,Clarke,27240,40,,ALABAMA,100025
10000,1,27,261,311,370,480,550,AL,Clay,13252,40,,ALABAMA,100027
10000,1,29,261,311,370,480,550,AL,Cleburne,12730,40,,ALABAMA,100029
10000,1,31,261,367,477,663,744,AL,Coffee,40240,40,,ALABAMA,100031
10000,1,35,261,311,370,480,550,AL,Conecuh,14054,40,,ALABAMA,100035
10000,1,37,261,311,370,480,550,AL,Coosa,11063,40,,ALABAMA,100037
10000,1,39,261,311,370,480,550,AL,Covington,36478,40,,ALABAMA,100039
10000,1,41,261,311,370,480,550,AL,Crenshaw,13635,40,,ALABAMA,100041
10000,1,43,261,311,370,492,598,AL,Cullman,67613,40,,ALABAMA,100043
10000,1,47,261,311,370,480,550,AL,Dallas,48130,40,,ALABAMA,100047
10000,1,49,261,311,370,480,550,AL,DeKalb,54651,40,,ALABAMA,100049
10000,1,53,261,311,370,480,550,AL,Escambia,35518,40,,ALABAMA,100053
10000,1,57,261,311,370,480,550,AL,Fayette,17962,40,,ALABAMA,100057
10000,1,59,261,311,370,480,550,AL,Franklin,27814,40,,ALABAMA,100059
10000,1,61,261,311,370,480,550,AL,Geneva,23647,40,,ALABAMA,100061
10000,1,63,261,311,370,480,550,AL,Greene,10153,40,,ALABAMA,100063
10000,1,65,261,311,370,480,550,AL,Hale,15498,40,,ALABAMA,100065
10000,1,67,261,311,370,480,550,AL,Henry,15374,40,,ALABAMA,100067
10000,1,71,282,311,370,480,589,AL,Jackson,47796,40,,ALABAMA,100071
10000,1,75,261,311,370,480,550,AL,Lamar,15715,40,,ALABAMA,100075
10000,1,85,261,311,370,480,550,AL,Lowndes,12658,40,,ALABAMA,100085
10000,1,87,285,320,427,535,599,AL,Macon,24928,40,,ALABAMA,100087
10000,1,91,261,311,370,480,550,AL,Marengo,23084,40,,ALABAMA,100091
10000,1,93,261,311,370,480,550,AL,Marion,29830,40,,ALABAMA,100093
10000,1,95,300,311,378,522,619,AL,Marshall,70832,40,,ALABAMA,100095
10000,1,99,261,311,370,480,550,AL,Monroe,23968,40,,ALABAMA,100099
10000,1,105,261,311,370,480,550,AL,Perry,12759,40,,ALABAMA,100105
10000,1,107,261,311,370,480,550,AL,Pickens,20699,40,,ALABAMA,100107
10000,1,109,313,364,434,563,656,AL,Pike,27595,40,,ALABAMA,100109
10000,1,111,261,311,370,480,550,AL,Randolph,19881,40,,ALABAMA,100111
10000,1,119,261,311,370,480,550,AL,Sumter,16174,40,,ALABAMA,100119
10000,1,121,261,311,370,480,550,AL,Talladega,74107,40,,ALABAMA,100121
10000,1,123,262,311,370,480,550,AL,Tallapoosa,38826,40,,ALABAMA,100123
10000,1,127,261,322,380,491,624,AL,Walker,67670,40,,ALABAMA,100127
10000,1,129,261,311,370,480,550,AL,Washington,16694,40,,ALABAMA,100129
10000,1,131,261,311,370,480,550,AL,Wilcox,13568,40,,ALABAMA,100131
10000,1,133,261,311,370,480,550,AL,Winston,22053,40,,ALABAMA,100133
380,2,20,537,635,842,1171,1383,AK,Anchorage,226338,40,"Anchorage, AK",ALASKA,380
10000,2,13,552,622,703,877,1148,AK,Aleutian East,2464,40,,ALASKA,200013
10000,2,16,474,536,600,753,843,AK,Aleutian West,9478,40,,ALASKA,200016
10000,2,50,714,892,1131,1416,1584,AK,Bethel,13656,40,,ALASKA,200050
10000,2,60,572,661,742,1033,1122,AK,Bristol Bay,1410,40,,ALASKA,200060
10000,2,70,690,701,932,1166,1306,AK,Dillingham,4012,40,,ALASKA,200070
10000,2,90,435,592,777,1068,1259,AK,Fairbanks North Star,77720,40,,ALASKA,200090
10000,2,100,514,637,725,986,1016,AK,Haines,2117,40,,ALASKA,200100
10000,2,110,768,887,1130,1502,1561,AK,Juneau,26751,40,,ALASKA,200110
10000,2,122,468,596,718,996,1177,AK,Kenai Peninsula,40802,40,,ALASKA,200122
10000,2,130,564,691,924,1286,1354,AK,Ketchikan Gateway,13828,40,,ALASKA,200130
10000,2,150,734,807,1049,1311,1701,AK,Kodiak Island,13309,40,,ALASKA,200150
10000,2,164,441,715,803,1002,1126,AK,Lake & Peninsula,1668,40,,ALASKA,200164
10000,2,170,494,668,752,1021,1206,AK,Matanuska-Susitna,39683,40,,ALASKA,200170
10000,2,180,726,898,1009,1405,1585,AK,Nome,8288,40,,ALASKA,200180
10000,2,185,825,845,1045,1452,1692,AK,North Slope,5979,40,,ALASKA,200185
10000,2,188,874,983,1103,1535,1811,AK,Northwest Artic,6113,40,,ALASKA,200188
10000,2,201,385,612,705,978,1034,AK,Pr.Wales-Outer Ketchikan,6278,40,,ALASKA,200201
10000,2,220,607,722,810,1128,1330,AK,Sitka,8588,40,,ALASKA,200220
10000,2,232,472,480,621,779,874,AK,Skagway-Hoonan-Angoon,4385,40,,ALASKA,200232
10000,2,240,484,508,612,767,861,AK,Southeast Fairbanks,5913,40,,ALASKA,200240
10000,2,261,577,707,785,1002,1195,AK,Valdez-Cordova,9952,40,,ALASKA,200261
10000,2,270,413,621,701,876,981,AK,Wade Hampton,5791,40,,ALASKA,200270
10000,2,280,420,619,753,958,1053,AK,Wrangell-Petersburg,7042,40,,ALASKA,200280
10000,2,290,550,620,700,875,1012,AK,Yukon-Koyukuk,8478,40,,ALASKA,200290
2620,4,5,611,660,857,1149,1380,AZ,Coconino,96591,40,"Flagstaff, AZ",ARIZONA,2620
4120,4,15,585,694,827,1150,1359,AZ,Mohave,93497,50,"Las Vegas, NV-AZ",ARIZONA,4120
6200,4,13,530,641,806,1121,1320,AZ,Maricopa,2122101,50,"Phoenix-Mesa, AZ",ARIZONA,6200
6200,4,21,530,641,806,1121,1320,AZ,Pinal,116379,50,"Phoenix-Mesa, AZ",ARIZONA,6200
8520,4,19,428,513,683,949,1119,AZ,Pima,666880,40,"Tucson, AZ",ARIZONA,8520
9360,4,27,412,478,636,884,890,AZ,Yuma,106895,40,"Yuma, AZ",ARIZONA,9360
10000,4,1,391,411,522,682,810,AZ,Apache,61591,40,,ARIZONA,400001
10000,4,3,391,411,522,682,810,AZ,Cochise,97624,40,,ARIZONA,400003
10000,4,7,391,411,522,682,810,AZ,Gila,40216,40,,ARIZONA,400007
10000,4,9,391,411,522,682,810,AZ,Graham,26554,40,,ARIZONA,400009
10000,4,11,391,411,522,682,810,AZ,Greenlee,8008,40,,ARIZONA,400011
10000,4,12,391,411,522,682,810,AZ,La Paz,13844,40,,ARIZONA,400012
10000,4,17,391,411,522,682,810,AZ,Navajo,77658,40,,ARIZONA,400017
10000,4,23,391,432,538,682,810,AZ,Santa Cruz,29676,40,,ARIZONA,400023
10000,4,25,415,432,578,806,887,AZ,Yavapai,107714,40,,ARIZONA,400025
2580,5,7,329,415,545,736,761,AR,Benton,97499,40,"Fayetteville-Springdale-Rogers, AR",ARKANSAS,2580
2580,5,143,329,415,545,736,761,AR,Washington,113409,40,"Fayetteville-Springdale-Rogers, AR",ARKANSAS,2580
2720,5,33,358,362,477,637,669,AR,Crawford,42493,40,"Fort Smith, AR-OK",ARKANSAS,2720
2720,5,131,358,362,477,637,669,AR,Sebastian,99590,40,"Fort Smith, AR-OK",ARKANSAS,2720
3700,5,31,388,422,496,683,722,AR,Craighead,68956,40,"Jonesboro, AR",ARKANSAS,3700
4400,5,45,405,450,536,740,864,AR,Faulkner,60006,40,"Little Rock-North Little Rock, AR",ARKANSAS,4400
4400,5,85,405,450,536,740,864,AR,Lonoke,39268,40,"Little Rock-North Little Rock, AR",ARKANSAS,4400
4400,5,119,405,450,536,740,864,AR,Pulaski,349660,40,"Little Rock-North Little Rock, AR",ARKANSAS,4400
4400,5,125,405,450,536,740,864,AR,Saline,64183,40,"Little Rock-North Little Rock, AR",ARKANSAS,4400
4920,5,35,456,532,624,867,910,AR,Crittenden,49939,40,"Memphis, TN-AR-MS",ARKANSAS,4920
6240,5,69,310,368,484,611,792,AR,Jefferson,85487,40,"Pine Bluff, AR",ARKANSAS,6240
8360,5,91,330,403,493,650,690,AR,Miller,38467,40,"Texarkana, TX-Texarkana, AR",ARKANSAS,8360
10000,5,1,279,303,388,530,575,AR,Arkansas,21653,40,,ARKANSAS,500001
10000,5,3,255,303,388,514,608,AR,Ashley,24319,40,,ARKANSAS,500003
10000,5,5,255,324,431,554,675,AR,Baxter,31186,40,,ARKANSAS,500005
10000,5,9,302,307,408,568,669,AR,Boone,28297,40,,ARKANSAS,500009
10000,5,11,255,303,388,514,575,AR,Bradley,11793,40,,ARKANSAS,500011
10000,5,13,255,303,388,514,575,AR,Calhoun,5826,40,,ARKANSAS,500013
10000,5,15,300,327,388,514,614,AR,Carroll,18654,40,,ARKANSAS,500015
10000,5,17,255,303,388,514,575,AR,Chicot,15713,40,,ARKANSAS,500017
10000,5,19,279,303,393,514,621,AR,Clark,21437,40,,ARKANSAS,500019
10000,5,21,255,303,388,514,575,AR,Clay,18107,40,,ARKANSAS,500021
10000,5,23,288,303,388,514,582,AR,Cleburne,19411,40,,ARKANSAS,500023
10000,5,25,255,303,388,514,575,AR,Cleveland,7781,40,,ARKANSAS,500025
10000,5,27,255,303,388,514,575,AR,Columbia,25691,40,,ARKANSAS,500027
10000,5,29,255,314,421,526,589,AR,Conway,19151,40,,ARKANSAS,500029
10000,5,37,265,335,388,521,615,AR,Cross,19225,40,,ARKANSAS,500037
10000,5,39,255,303,388,514,575,AR,Dallas,9614,40,,ARKANSAS,500039
10000,5,41,255,303,388,514,575,AR,Desha,16798,40,,ARKANSAS,500041
10000,5,43,255,330,440,609,620,AR,Drew,17369,40,,ARKANSAS,500043
10000,5,47,267,303,388,514,575,AR,Franklin,14897,40,,ARKANSAS,500047
10000,5,49,264,303,388,514,575,AR,Fulton,10037,40,,ARKANSAS,500049
10000,5,51,255,324,434,606,716,AR,Garland,73397,40,,ARKANSAS,500051
10000,5,53,265,314,388,514,580,AR,Grant,13948,40,,ARKANSAS,500053
10000,5,55,273,303,388,514,575,AR,Greene,31804,40,,ARKANSAS,500055
10000,5,57,255,303,388,514,575,AR,Hempstead,21621,40,,ARKANSAS,500057
10000,5,59,255,303,388,514,575,AR,Hot Spring,26115,40,,ARKANSAS,500059
10000,5,61,255,303,388,514,575,AR,Howard,13569,40,,ARKANSAS,500061
10000,5,63,268,310,388,514,575,AR,Independence,31192,40,,ARKANSAS,500063
10000,5,65,255,303,388,514,575,AR,Izard,11364,40,,ARKANSAS,500065
10000,5,67,264,303,388,514,575,AR,Jackson,18944,40,,ARKANSAS,500067
10000,5,71,255,303,388,514,575,AR,Johnson,18221,40,,ARKANSAS,500071
10000,5,73,267,303,388,514,575,AR,Lafayette,9643,40,,ARKANSAS,500073
10000,5,75,255,303,388,514,575,AR,Lawrence,17457,40,,ARKANSAS,500075
10000,5,77,280,303,388,514,575,AR,Lee,13053,40,,ARKANSAS,500077
10000,5,79,275,303,394,527,575,AR,Lincoln,13690,40,,ARKANSAS,500079
10000,5,81,255,303,394,547,645,AR,Little River,13966,40,,ARKANSAS,500081
10000,5,83,267,303,388,514,575,AR,Logan,20557,40,,ARKANSAS,500083
10000,5,87,292,303,394,514,575,AR,Madison,11618,40,,ARKANSAS,500087
10000,5,89,255,303,388,514,575,AR,Marion,12001,40,,ARKANSAS,500089
10000,5,93,291,314,421,555,623,AR,Mississippi,57525,40,,ARKANSAS,500093
10000,5,95,259,303,388,514,575,AR,Monroe,11333,40,,ARKANSAS,500095
10000,5,97,255,303,388,514,575,AR,Montgomery,7841,40,,ARKANSAS,500097
10000,5,99,255,303,388,531,575,AR,Nevada,10101,40,,ARKANSAS,500099
10000,5,101,255,303,388,514,575,AR,Newton,7666,40,,ARKANSAS,500101
10000,5,103,298,303,388,535,631,AR,Ouachita,30574,40,,ARKANSAS,500103
10000,5,105,255,303,388,514,575,AR,Perry,7969,40,,ARKANSAS,500105
10000,5,107,255,303,388,514,575,AR,Phillips,28838,40,,ARKANSAS,500107
10000,5,109,255,303,388,514,575,AR,Pike,10086,40,,ARKANSAS,500109
10000,5,111,255,303,388,514,575,AR,Poinsett,24664,40,,ARKANSAS,500111
10000,5,113,255,303,388,514,575,AR,Polk,17347,40,,ARKANSAS,500113
10000,5,115,255,333,421,584,673,AR,Pope,45883,40,,ARKANSAS,500115
10000,5,117,255,303,388,514,575,AR,Prairie,9518,40,,ARKANSAS,500117
10000,5,121,255,303,388,514,575,AR,Randolph,16558,40,,ARKANSAS,500121
10000,5,123,255,309,388,525,617,AR,St. Francis,28497,40,,ARKANSAS,500123
10000,5,127,255,303,388,514,575,AR,Scott,10205,40,,ARKANSAS,500127
10000,5,129,255,303,388,514,575,AR,Searcy,7841,40,,ARKANSAS,500129
10000,5,133,278,303,388,514,575,AR,Sevier,13637,40,,ARKANSAS,500133
10000,5,135,255,303,388,514,575,AR,Sharp,14109,40,,ARKANSAS,500135
10000,5,137,255,303,388,514,575,AR,Stone,9775,40,,ARKANSAS,500137
10000,5,139,319,337,405,544,665,AR,Union,46719,40,,ARKANSAS,500139
10000,5,141,255,303,388,514,634,AR,Van Buren,14008,40,,ARKANSAS,500141
10000,5,145,255,303,388,531,575,AR,White,54676,40,,ARKANSAS,500145
10000,5,147,255,303,388,514,575,AR,Woodruff,9520,40,,ARKANSAS,500147
10000,5,149,265,303,388,514,575,AR,Yell,17759,40,,ARKANSAS,500149
680,6,29,407,457,575,798,883,CA,Kern,543477,40,"Bakersfield, CA",CALIFORNIA,680
1620,6,7,372,479,637,874,1045,CA,Butte,182120,40,"Chico-Paradise, CA",CALIFORNIA,1620
2840,6,19,436,487,582,811,934,CA,Fresno,667490,40,"Fresno, CA",CALIFORNIA,2840
2840,6,39,436,487,582,811,934,CA,Madera,88090,40,"Fresno, CA",CALIFORNIA,2840
4480,6,37,638,764,967,1305,1558,CA,Los Angeles,8863164,40,"Los Angeles-Long Beach, CA",CALIFORNIA,4480
4940,6,47,444,501,608,841,992,CA,Merced,178403,40,"Merced, CA",CALIFORNIA,4940
5170,6,99,530,569,694,968,1142,CA,Stanislaus,370522,40,"Modesto, CA",CALIFORNIA,5170
5775,6,1,905,1095,1374,1883,2249,CA,Alameda,1279182,50,"Oakland, CA",CALIFORNIA,5775
5775,6,13,905,1095,1374,1883,2249,CA,Contra Costa,803732,50,"Oakland, CA",CALIFORNIA,5775
5945,6,59,855,934,1155,1607,1788,CA,Orange,2410556,50,"Orange County, CA",CALIFORNIA,5945
6690,6,89,423,469,587,815,960,CA,Shasta,147036,40,"Redding, CA",CALIFORNIA,6690
6780,6,65,507,564,690,957,1130,CA,Riverside,1170413,40,"Riverside-San Bernardino, CA",CALIFORNIA,6780
6780,6,71,507,564,690,957,1130,CA,San Bernardino,1418380,40,"Riverside-San Bernardino, CA",CALIFORNIA,6780
6920,6,17,651,733,918,1273,1501,CA,El Dorado,125995,50,"Sacramento, CA",CALIFORNIA,6920
6920,6,61,651,733,918,1273,1501,CA,Placer,172796,50,"Sacramento, CA",CALIFORNIA,6920
6920,6,67,651,733,918,1273,1501,CA,Sacramento,1041219,50,"Sacramento, CA",CALIFORNIA,6920
7120,6,53,694,812,979,1360,1427,CA,Monterey,355660,40,"Salinas, CA",CALIFORNIA,7120
7320,6,73,766,875,1095,1524,1796,CA,San Diego,2498016,50,"San Diego, CA",CALIFORNIA,7320
7360,6,41,1185,1535,1940,2661,2816,CA,Marin,230096,40,"San Francisco, CA",CALIFORNIA,7360
7360,6,75,1185,1535,1940,2661,2816,CA,San Francisco,723959,40,"San Francisco, CA",CALIFORNIA,7360
7360,6,81,1185,1535,1940,2661,2816,CA,San Mateo,649623,40,"San Francisco, CA",CALIFORNIA,7360
7400,6,85,1250,1425,1760,2412,2709,CA,Santa Clara,1497577,50,"San Jose, CA",CALIFORNIA,7400
7460,6,79,619,699,886,1232,1454,CA,San Luis Obispo,217162,40,"San Luis Obispo-Atascadero-Paso Robles, CA",CALIFORNIA,7460
7480,6,83,696,773,980,1364,1540,CA,Santa Barbara,369608,40,"Santa Barbara-Santa Maria-Lompoc, CA",CALIFORNIA,7480
7485,6,87,816,972,1298,1805,2114,CA,Santa Cruz,229734,40,"Santa Cruz-Watsonville, CA",CALIFORNIA,7485
7500,6,97,767,869,1126,1566,1849,CA,Sonoma,388222,40,"Santa Rosa, CA",CALIFORNIA,7500
8120,6,77,504,569,731,1018,1200,CA,San Joaquin,480628,40,"Stockton-Lodi, CA",CALIFORNIA,8120
8720,6,55,784,891,1086,1508,1779,CA,Napa,110765,40,"Vallejo-Fairfield-Napa, CA",CALIFORNIA,8720
8720,6,95,784,891,1086,1508,1779,CA,Solano,340421,40,"Vallejo-Fairfield-Napa, CA",CALIFORNIA,8720
8735,6,111,743,854,1081,1437,1675,CA,Ventura,669016,50,"Ventura, CA",CALIFORNIA,8735
8780,6,107,412,439,572,798,911,CA,Tulare,311921,40,"Visalia-Tulare-Porterville, CA",CALIFORNIA,8780
9270,6,113,532,607,752,1040,1230,CA,Yolo,141092,40,"Yolo, CA",CALIFORNIA,9270
9340,6,101,367,429,551,769,888,CA,Sutter,64415,40,"Yuba City, CA",CALIFORNIA,9340
9340,6,115,367,429,551,769,888,CA,Yuba,58228,40,"Yuba City, CA",CALIFORNIA,9340
10000,6,3,332,498,563,782,842,CA,Alpine,1113,40,,CALIFORNIA,600003
10000,6,5,458,504,673,937,1045,CA,Amador,30039,40,,CALIFORNIA,600005
10000,6,9,401,464,618,861,1013,CA,Calaveras,31998,40,,CALIFORNIA,600009
10000,6,11,363,406,522,728,842,CA,Colusa,16275,40,,CALIFORNIA,600011
10000,6,15,339,465,618,862,1015,CA,Del Norte,23460,40,,CALIFORNIA,600015
10000,6,21,332,406,522,728,842,CA,Glenn,24798,40,,CALIFORNIA,600021
10000,6,23,342,474,621,867,1025,CA,Humboldt,119118,40,,CALIFORNIA,600023
10000,6,25,374,469,577,804,842,CA,Imperial,109303,40,,CALIFORNIA,600025
10000,6,27,344,464,595,781,842,CA,Inyo,18281,40,,CALIFORNIA,600027
10000,6,31,384,448,558,777,914,CA,Kings,101469,40,,CALIFORNIA,600031
10000,6,33,373,475,635,799,1041,CA,Lake,50631,40,,CALIFORNIA,600033
10000,6,35,406,411,534,728,842,CA,Lassen,27598,40,,CALIFORNIA,600035
10000,6,43,359,456,586,768,905,CA,Mariposa,14302,40,,CALIFORNIA,600043
10000,6,45,459,553,679,945,952,CA,Mendocino,80345,40,,CALIFORNIA,600045
10000,6,49,363,406,522,728,842,CA,Modoc,9678,40,,CALIFORNIA,600049
10000,6,51,506,607,807,1123,1327,CA,Mono,9956,40,,CALIFORNIA,600051
10000,6,57,415,568,757,1052,1218,CA,Nevada,78510,40,,CALIFORNIA,600057
10000,6,63,366,406,522,728,842,CA,Plumas,19739,40,,CALIFORNIA,600063
10000,6,69,571,672,841,1172,1371,CA,San Benito,36697,40,,CALIFORNIA,600069
10000,6,91,332,446,548,761,898,CA,Sierra,3318,40,,CALIFORNIA,600091
10000,6,93,348,406,522,728,842,CA,Siskiyou,43531,40,,CALIFORNIA,600093
10000,6,103,347,406,522,728,842,CA,Tehama,49625,40,,CALIFORNIA,600103
10000,6,105,372,406,522,728,842,CA,Trinity,13063,40,,CALIFORNIA,600105
10000,6,109,367,501,668,930,1096,CA,Tuolumne,48456,40,,CALIFORNIA,600109
1125,8,13,626,750,962,1341,1580,CO,Boulder,225339,40,"Boulder-Longmont, CO",COLORADO,1125
1720,8,41,482,518,690,962,1135,CO,El Paso,397014,40,"Colorado Springs, CO",COLORADO,1720
2080,8,1,595,710,945,1311,1548,CO,Adams,265038,50,"Denver, CO",COLORADO,2080
2080,8,5,595,710,945,1311,1548,CO,Arapahoe,391511,50,"Denver, CO",COLORADO,2080
2080,8,31,595,710,945,1311,1548,CO,Denver,467610,50,"Denver, CO",COLORADO,2080
2080,8,35,595,710,945,1311,1548,CO,Douglas,60391,50,"Denver, CO",COLORADO,2080
2080,8,59,595,710,945,1311,1548,CO,Jefferson,438430,50,"Denver, CO",COLORADO,2080
2670,8,69,476,588,727,1010,1193,CO,Larimer,186136,40,"Fort Collins-Loveland, CO",COLORADO,2670
2995,8,77,438,456,570,768,914,CO,Mesa,93145,40,"Grand Junction, CO",COLORADO,2995
3060,8,123,526,581,731,1014,1200,CO,Weld,131821,40,"Greeley, CO",COLORADO,3060
6560,8,101,462,478,598,805,961,CO,Pueblo,123051,40,"Pueblo, CO",COLORADO,6560
10000,8,3,414,429,537,724,863,CO,Alamosa,13617,40,,COLORADO,800003
10000,8,7,495,542,641,865,1028,CO,Archuleta,5345,40,,COLORADO,800007
10000,8,9,414,429,537,724,863,CO,Baca,4556,40,,COLORADO,800009
10000,8,11,414,429,537,724,863,CO,Bent,5048,40,,COLORADO,800011
10000,8,15,414,429,537,724,863,CO,Chaffee,12684,40,,COLORADO,800015
10000,8,17,414,429,537,724,863,CO,Cheyenne,2397,40,,COLORADO,800017
10000,8,19,414,484,546,760,895,CO,Clear Creek,7619,40,,COLORADO,800019
10000,8,21,414,429,537,724,863,CO,Conejos,7453,40,,COLORADO,800021
10000,8,23,414,429,537,724,863,CO,Costilla,3190,40,,COLORADO,800023
10000,8,25,414,429,537,724,863,CO,Crowley,3946,40,,COLORADO,800025
10000,8,27,414,429,537,724,863,CO,Custer,1926,40,,COLORADO,800027
10000,8,29,414,429,537,724,863,CO,Delta,20980,40,,COLORADO,800029
10000,8,33,414,429,537,724,863,CO,Dolores,1504,40,,COLORADO,800033
10000,8,37,556,607,809,1126,1328,CO,Eagle,21928,40,,COLORADO,800037
10000,8,39,458,506,580,724,950,CO,Elbert,9646,40,,COLORADO,800039
10000,8,43,414,429,537,724,863,CO,Fremont,32273,40,,COLORADO,800043
10000,8,45,481,515,651,813,1065,CO,Garfield,29974,40,,COLORADO,800045
10000,8,47,414,550,700,923,1020,CO,Gilpin,3070,40,,COLORADO,800047
10000,8,49,492,496,628,786,952,CO,Grand,7966,40,,COLORADO,800049
10000,8,51,414,429,537,724,863,CO,Gunnison,10273,40,,COLORADO,800051
10000,8,53,414,438,537,724,863,CO,Hinsdale,467,40,,COLORADO,800053
10000,8,55,414,429,537,724,863,CO,Huerfano,6009,40,,COLORADO,800055
10000,8,57,414,429,537,724,863,CO,Jackson,1605,40,,COLORADO,800057
10000,8,61,414,429,537,724,863,CO,Kiowa,1688,40,,COLORADO,800061
10000,8,63,414,429,537,724,863,CO,Kit Carson,7140,40,,COLORADO,800063
10000,8,65,414,429,537,724,863,CO,Lake,6007,40,,COLORADO,800065
10000,8,67,541,598,788,1098,1296,CO,La Plata,32284,40,,COLORADO,800067
10000,8,71,414,443,537,724,863,CO,Las Animas,13765,40,,COLORADO,800071
10000,8,73,414,429,537,724,863,CO,Lincoln,4529,40,,COLORADO,800073
10000,8,75,414,429,537,724,863,CO,Logan,17567,40,,COLORADO,800075
10000,8,79,414,429,537,724,863,CO,Mineral,558,40,,COLORADO,800079
10000,8,81,414,429,537,724,863,CO,Moffat,11357,40,,COLORADO,800081
10000,8,83,414,429,537,724,863,CO,Montezuma,18672,40,,COLORADO,800083
10000,8,85,414,429,543,753,887,CO,Montrose,24423,40,,COLORADO,800085
10000,8,87,414,429,537,724,863,CO,Morgan,21939,40,,COLORADO,800087
10000,8,89,414,429,537,724,863,CO,Otero,20185,40,,COLORADO,800089
10000,8,91,414,429,543,724,879,CO,Ouray,2295,40,,COLORADO,800091
10000,8,93,414,459,597,829,943,CO,Park,7174,40,,COLORADO,800093
10000,8,95,414,429,537,724,863,CO,Phillips,4189,40,,COLORADO,800095
10000,8,97,621,850,1132,1493,1698,CO,Pitkin,12661,40,,COLORADO,800097
10000,8,99,414,429,537,724,863,CO,Prowers,13347,40,,COLORADO,800099
10000,8,103,414,429,537,724,863,CO,Rio Blanco,5972,40,,COLORADO,800103
10000,8,105,414,429,537,724,863,CO,Rio Grande,10770,40,,COLORADO,800105
10000,8,107,414,500,661,919,1083,CO,Routt,14088,40,,COLORADO,800107
10000,8,109,414,429,537,724,863,CO,Saguache,4619,40,,COLORADO,800109
10000,8,111,414,429,537,724,863,CO,San Juan,745,40,,COLORADO,800111
10000,8,113,761,1100,1209,1510,1950,CO,San Miguel,3653,40,,COLORADO,800113
10000,8,115,414,429,537,724,863,CO,Sedgwick,2690,40,,COLORADO,800115
10000,8,117,533,638,819,1139,1402,CO,Summit,12881,40,,COLORADO,800117
10000,8,119,414,491,654,909,917,CO,Teller,12468,40,,COLORADO,800119
10000,8,121,414,429,537,724,863,CO,Washington,4812,40,,COLORADO,800121
10000,8,125,414,429,537,724,863,CO,Yuma,8954,40,,COLORADO,800125
1160,9,1,555,721,868,1086,1354,CT,Fairfield,335126,40,"Bridgeport, CT",CONNECTICUT,1160
1160,9,9,555,721,868,1086,1354,CT,New Haven,108596,40,"Bridgeport, CT",CONNECTICUT,1160
