msa,State,County,FMR0,FMR1,FMR2,FMR3,FMR4,State_Alpha,CountyName,pop,FMRtype,msaname,StateName,FMRArea
10000,29,39,254,292,377,489,562,MO,Cedar,12093,40,,MISSOURI,2900039
10000,29,41,254,292,377,489,562,MO,Chariton,9202,40,,MISSOURI,2900041
10000,29,45,254,292,377,489,562,MO,Clark,7547,40,,MISSOURI,2900045
10000,29,51,254,335,447,597,626,MO,Cole,63579,40,,MISSOURI,2900051
10000,29,53,254,292,377,489,562,MO,Cooper,14835,40,,MISSOURI,2900053
10000,29,55,279,335,378,498,562,MO,Crawford,18057,40,,MISSOURI,2900055
10000,29,57,254,292,377,489,562,MO,Dade,7449,40,,MISSOURI,2900057
10000,29,59,254,292,377,489,562,MO,Dallas,12646,40,,MISSOURI,2900059
10000,29,61,254,292,377,489,562,MO,Daviess,7865,40,,MISSOURI,2900061
10000,29,63,263,292,377,495,562,MO,DeKalb,9967,40,,MISSOURI,2900063
10000,29,65,254,292,377,489,562,MO,Dent,13702,40,,MISSOURI,2900065
10000,29,67,254,292,377,489,562,MO,Douglas,11876,40,,MISSOURI,2900067
10000,29,69,254,292,377,489,562,MO,Dunklin,33112,40,,MISSOURI,2900069
10000,29,73,254,292,377,489,562,MO,Gasconade,14006,40,,MISSOURI,2900073
10000,29,75,254,292,377,489,562,MO,Gentry,6848,40,,MISSOURI,2900075
10000,29,79,254,292,377,489,562,MO,Grundy,10536,40,,MISSOURI,2900079
10000,29,81,254,292,377,489,562,MO,Harrison,8469,40,,MISSOURI,2900081
10000,29,83,289,294,394,493,647,MO,Henry,20044,40,,MISSOURI,2900083
10000,29,85,254,292,377,489,562,MO,Hickory,7335,40,,MISSOURI,2900085
10000,29,87,254,292,377,489,562,MO,Holt,6034,40,,MISSOURI,2900087
10000,29,89,254,292,377,489,564,MO,Howard,9631,40,,MISSOURI,2900089
10000,29,91,254,292,377,489,562,MO,Howell,31447,40,,MISSOURI,2900091
10000,29,93,254,292,377,489,562,MO,Iron,10726,40,,MISSOURI,2900093
10000,29,101,306,341,445,590,697,MO,Johnson,42514,40,,MISSOURI,2900101
10000,29,103,254,292,377,489,562,MO,Knox,4482,40,,MISSOURI,2900103
10000,29,105,254,292,377,493,562,MO,Laclede,27158,40,,MISSOURI,2900105
10000,29,109,270,299,377,489,562,MO,Lawrence,30236,40,,MISSOURI,2900109
10000,29,111,254,292,377,489,562,MO,Lewis,10233,40,,MISSOURI,2900111
10000,29,115,254,292,377,489,562,MO,Linn,13885,40,,MISSOURI,2900115
10000,29,117,254,292,378,489,562,MO,Livingston,14592,40,,MISSOURI,2900117
10000,29,119,254,292,377,489,562,MO,McDonald,16938,40,,MISSOURI,2900119
10000,29,121,274,315,404,526,603,MO,Macon,15345,40,,MISSOURI,2900121
10000,29,123,254,292,377,489,562,MO,Madison,11127,40,,MISSOURI,2900123
10000,29,125,254,292,377,489,562,MO,Maries,7976,40,,MISSOURI,2900125
10000,29,127,254,292,377,489,562,MO,Marion,27682,40,,MISSOURI,2900127
10000,29,129,254,292,377,489,562,MO,Mercer,3723,40,,MISSOURI,2900129
10000,29,131,279,335,377,493,582,MO,Miller,20700,40,,MISSOURI,2900131
10000,29,133,254,292,377,489,562,MO,Mississippi,14442,40,,MISSOURI,2900133
10000,29,135,254,292,377,489,562,MO,Moniteau,12298,40,,MISSOURI,2900135
10000,29,137,254,292,377,489,562,MO,Monroe,9104,40,,MISSOURI,2900137
10000,29,139,270,310,398,518,594,MO,Montgomery,11355,40,,MISSOURI,2900139
10000,29,141,254,292,377,489,562,MO,Morgan,15574,40,,MISSOURI,2900141
10000,29,143,254,292,377,489,562,MO,New Madrid,20928,40,,MISSOURI,2900143
10000,29,147,269,325,400,508,612,MO,Nodaway,21709,40,,MISSOURI,2900147
10000,29,149,254,292,377,489,562,MO,Oregon,9470,40,,MISSOURI,2900149
10000,29,151,254,292,377,489,562,MO,Osage,12018,40,,MISSOURI,2900151
10000,29,153,254,292,377,489,562,MO,Ozark,8598,40,,MISSOURI,2900153
10000,29,155,254,292,377,489,562,MO,Pemiscot,21921,40,,MISSOURI,2900155
10000,29,157,308,313,418,557,586,MO,Perry,16648,40,,MISSOURI,2900157
10000,29,159,273,320,428,538,644,MO,Pettis,35437,40,,MISSOURI,2900159
10000,29,161,263,316,404,549,596,MO,Phelps,35248,40,,MISSOURI,2900161
10000,29,163,254,292,377,489,591,MO,Pike,15969,40,,MISSOURI,2900163
10000,29,167,254,293,377,489,589,MO,Polk,21826,40,,MISSOURI,2900167
10000,29,169,254,357,400,530,591,MO,Pulaski,41307,40,,MISSOURI,2900169
10000,29,171,254,292,377,489,562,MO,Putnam,5079,40,,MISSOURI,2900171
10000,29,173,254,292,377,489,562,MO,Ralls,8476,40,,MISSOURI,2900173
10000,29,175,254,292,377,489,562,MO,Randolph,24370,40,,MISSOURI,2900175
10000,29,179,254,292,377,489,562,MO,Reynolds,6661,40,,MISSOURI,2900179
10000,29,181,254,292,377,489,562,MO,Ripley,12303,40,,MISSOURI,2900181
10000,29,185,254,292,377,489,562,MO,St. Clair,8457,40,,MISSOURI,2900185
10000,29,186,254,303,390,498,632,MO,Ste. Genevieve,16037,40,,MISSOURI,2900186
10000,29,187,279,351,444,557,730,MO,St. Francois,48904,40,,MISSOURI,2900187
10000,29,195,254,292,388,489,562,MO,Saline,23523,40,,MISSOURI,2900195
10000,29,197,254,292,377,489,562,MO,Schuyler,4236,40,,MISSOURI,2900197
10000,29,199,254,292,377,489,562,MO,Scotland,4822,40,,MISSOURI,2900199
10000,29,201,306,308,412,556,640,MO,Scott,39376,40,,MISSOURI,2900201
10000,29,203,254,292,377,489,562,MO,Shannon,7613,40,,MISSOURI,2900203
10000,29,205,254,292,377,489,562,MO,Shelby,6942,40,,MISSOURI,2900205
10000,29,207,254,292,377,489,562,MO,Stoddard,28895,40,,MISSOURI,2900207
10000,29,209,294,314,391,498,562,MO,Stone,19078,40,,MISSOURI,2900209
10000,29,211,254,292,377,489,562,MO,Sullivan,6326,40,,MISSOURI,2900211
10000,29,213,287,318,416,562,660,MO,Taney,25561,40,,MISSOURI,2900213
10000,29,215,254,292,377,489,562,MO,Texas,21476,40,,MISSOURI,2900215
10000,29,217,254,292,377,501,562,MO,Vernon,19041,40,,MISSOURI,2900217
10000,29,221,296,360,403,504,565,MO,Washington,20380,40,,MISSOURI,2900221
10000,29,223,254,292,377,489,562,MO,Wayne,11543,40,,MISSOURI,2900223
10000,29,227,254,292,377,489,562,MO,Worth,2440,40,,MISSOURI,2900227
10000,29,229,254,292,377,489,562,MO,Wright,16758,40,,MISSOURI,2900229
880,30,111,357,415,554,745,904,MT,Yellowstone,113419,40,"Billings, MT",MONTANA,880
3040,30,13,357,413,544,708,843,MT,Cascade,77691,40,"Great Falls, MT",MONTANA,3040
5140,30,63,357,419,557,719,914,MT,Missoula,78687,40,"Missoula, MT",MONTANA,5140
10000,30,1,321,370,489,634,741,MT,Beaverhead,8424,40,,MONTANA,3000001
10000,30,3,321,370,489,634,741,MT,Big Horn,11337,40,,MONTANA,3000003
10000,30,5,321,370,489,634,741,MT,Blaine,6728,40,,MONTANA,3000005
10000,30,7,321,370,489,634,790,MT,Broadwater,3318,40,,MONTANA,3000007
10000,30,9,365,427,555,723,843,MT,Carbon,8080,40,,MONTANA,3000009
10000,30,11,321,392,489,634,741,MT,Carter,1503,40,,MONTANA,3000011
10000,30,15,321,370,489,634,741,MT,Chouteau,5452,40,,MONTANA,3000015
10000,30,17,321,370,489,634,741,MT,Custer,11697,40,,MONTANA,3000017
10000,30,19,321,392,489,634,741,MT,Daniels,2266,40,,MONTANA,3000019
10000,30,21,321,370,489,634,741,MT,Dawson,9505,40,,MONTANA,3000021
10000,30,23,321,370,489,634,741,MT,Deer Lodge,10278,40,,MONTANA,3000023
10000,30,25,321,370,489,634,741,MT,Fallon,3103,40,,MONTANA,3000025
10000,30,27,321,370,489,634,741,MT,Fergus,12083,40,,MONTANA,3000027
10000,30,29,321,371,496,693,814,MT,Flathead,59218,40,,MONTANA,3000029
10000,30,31,394,461,618,793,1014,MT,Gallatin,50463,40,,MONTANA,3000031
10000,30,33,321,370,489,634,741,MT,Garfield,1589,40,,MONTANA,3000033
10000,30,35,321,370,489,634,741,MT,Glacier,12121,40,,MONTANA,3000035
10000,30,37,321,391,489,634,741,MT,Golden Valley,912,40,,MONTANA,3000037
10000,30,39,321,370,489,634,741,MT,Granite,2548,40,,MONTANA,3000039
10000,30,41,331,370,489,634,741,MT,Hill,17654,40,,MONTANA,3000041
10000,30,43,338,370,489,634,741,MT,Jefferson,7939,40,,MONTANA,3000043
10000,30,45,321,392,489,634,741,MT,Judith Basin,2282,40,,MONTANA,3000045
10000,30,47,348,370,489,634,741,MT,Lake,21041,40,,MONTANA,3000047
10000,30,49,357,417,554,770,913,MT,Lewis and Clark,47495,40,,MONTANA,3000049
10000,30,51,321,370,489,634,741,MT,Liberty,2295,40,,MONTANA,3000051
10000,30,53,348,370,489,634,741,MT,Lincoln,17481,40,,MONTANA,3000053
10000,30,55,321,390,489,634,741,MT,McCone,2276,40,,MONTANA,3000055
10000,30,57,328,370,489,634,741,MT,Madison,5989,40,,MONTANA,3000057
10000,30,59,321,392,489,634,741,MT,Meagher,1819,40,,MONTANA,3000059
10000,30,61,321,370,489,634,757,MT,Mineral,3315,40,,MONTANA,3000061
10000,30,65,326,370,489,634,741,MT,Musselshell,4106,40,,MONTANA,3000065
10000,30,67,321,370,489,634,750,MT,Park,14562,40,,MONTANA,3000067
10000,30,69,321,370,489,634,741,MT,Petroleum,519,40,,MONTANA,3000069
10000,30,71,321,370,489,634,741,MT,Phillips,5163,40,,MONTANA,3000071
10000,30,73,321,391,489,634,741,MT,Pondera,6433,40,,MONTANA,3000073
10000,30,75,321,375,489,634,741,MT,Powder River,2090,40,,MONTANA,3000075
10000,30,77,326,370,489,634,741,MT,Powell,6620,40,,MONTANA,3000077
10000,30,79,321,370,489,634,741,MT,Prairie,1383,40,,MONTANA,3000079
10000,30,81,321,370,489,634,741,MT,Ravalli,25010,40,,MONTANA,3000081
10000,30,83,321,400,489,634,741,MT,Richland,10716,40,,MONTANA,3000083
10000,30,85,335,370,489,634,741,MT,Roosevelt,10999,40,,MONTANA,3000085
10000,30,87,321,370,489,634,741,MT,Rosebud,10505,40,,MONTANA,3000087
10000,30,89,321,370,489,634,741,MT,Sanders,8669,40,,MONTANA,3000089
10000,30,91,330,370,489,634,741,MT,Sheridan,4732,40,,MONTANA,3000091
10000,30,93,321,370,489,634,741,MT,Silver Bow,33941,40,,MONTANA,3000093
10000,30,95,328,370,489,634,741,MT,Stillwater,6536,40,,MONTANA,3000095
10000,30,97,345,370,489,634,741,MT,Sweet Grass,3154,40,,MONTANA,3000097
10000,30,99,321,370,489,634,741,MT,Teton,6271,40,,MONTANA,3000099
10000,30,101,328,370,489,634,741,MT,Toole,5046,40,,MONTANA,3000101
10000,30,103,321,370,489,634,741,MT,Treasure,874,40,,MONTANA,3000103
10000,30,105,321,370,489,634,741,MT,Valley,8239,40,,MONTANA,3000105
10000,30,107,321,370,489,634,741,MT,Wheatland,2246,40,,MONTANA,3000107
10000,30,109,321,392,489,634,741,MT,Wibaux,1191,40,,MONTANA,3000109
4360,31,109,334,427,564,748,874,NE,Lancaster,213641,40,"Lincoln, NE",NEBRASKA,4360
5920,31,25,359,492,621,814,914,NE,Cass,21318,40,"Omaha, NE-IA",NEBRASKA,5920
5920,31,55,359,492,621,814,914,NE,Douglas,416444,40,"Omaha, NE-IA",NEBRASKA,5920
5920,31,153,359,492,621,814,914,NE,Sarpy,102583,40,"Omaha, NE-IA",NEBRASKA,5920
5920,31,177,359,492,621,814,914,NE,Washington,16607,40,"Omaha, NE-IA",NEBRASKA,5920
7720,31,43,365,439,547,682,779,NE,Dakota,16742,40,"Sioux City, IA-NE",NEBRASKA,7720
10000,31,1,264,354,467,586,701,NE,Adams,29625,40,,NEBRASKA,3100001
10000,31,3,253,343,416,535,605,NE,Antelope,7965,40,,NEBRASKA,3100003
10000,31,5,253,326,416,532,605,NE,Arthur,462,40,,NEBRASKA,3100005
10000,31,7,253,326,416,533,605,NE,Banner,852,40,,NEBRASKA,3100007
10000,31,9,253,326,416,532,605,NE,Blaine,675,40,,NEBRASKA,3100009
10000,31,11,253,326,416,532,630,NE,Boone,6667,40,,NEBRASKA,3100011
10000,31,13,275,326,416,533,629,NE,Box Butte,13130,40,,NEBRASKA,3100013
10000,31,15,253,340,416,532,605,NE,Boyd,2835,40,,NEBRASKA,3100015
10000,31,17,253,326,416,532,617,NE,Brown,3657,40,,NEBRASKA,3100017
10000,31,19,273,395,495,617,747,NE,Buffalo,37447,40,,NEBRASKA,3100019
10000,31,21,253,326,416,532,605,NE,Burt,7868,40,,NEBRASKA,3100021
10000,31,23,253,326,416,532,605,NE,Butler,8601,40,,NEBRASKA,3100023
10000,31,27,253,326,416,532,605,NE,Cedar,10131,40,,NEBRASKA,3100027
10000,31,29,253,344,416,532,635,NE,Chase,4381,40,,NEBRASKA,3100029
10000,31,31,253,343,416,535,630,NE,Cherry,6307,40,,NEBRASKA,3100031
10000,31,33,283,326,416,532,605,NE,Cheyenne,9494,40,,NEBRASKA,3100033
10000,31,35,253,326,416,532,605,NE,Clay,7123,40,,NEBRASKA,3100035
10000,31,37,276,339,416,532,605,NE,Colfax,9139,40,,NEBRASKA,3100037
10000,31,39,253,344,416,532,605,NE,Cuming,10117,40,,NEBRASKA,3100039
10000,31,41,283,328,416,532,629,NE,Custer,12270,40,,NEBRASKA,3100041
10000,31,45,271,326,416,536,633,NE,Dawes,9021,40,,NEBRASKA,3100045
10000,31,47,278,339,416,536,605,NE,Dawson,19940,40,,NEBRASKA,3100047
10000,31,49,253,326,416,532,605,NE,Deuel,2237,40,,NEBRASKA,3100049
10000,31,51,282,326,416,532,605,NE,Dixon,6143,40,,NEBRASKA,3100051
10000,31,53,253,326,429,565,605,NE,Dodge,34500,40,,NEBRASKA,3100053
10000,31,57,253,326,416,532,605,NE,Dundy,2582,40,,NEBRASKA,3100057
10000,31,59,253,326,416,532,605,NE,Fillmore,7103,40,,NEBRASKA,3100059
10000,31,61,253,326,416,537,605,NE,Franklin,3938,40,,NEBRASKA,3100061
10000,31,63,284,326,416,532,605,NE,Frontier,3101,40,,NEBRASKA,3100063
10000,31,65,253,326,416,532,630,NE,Furnas,5553,40,,NEBRASKA,3100065
10000,31,67,253,327,424,539,605,NE,Gage,22794,40,,NEBRASKA,3100067
10000,31,69,253,339,416,535,633,NE,Garden,2460,40,,NEBRASKA,3100069
10000,31,71,253,326,416,532,605,NE,Garfield,2141,40,,NEBRASKA,3100071
10000,31,73,253,326,416,532,612,NE,Gosper,1928,40,,NEBRASKA,3100073
10000,31,75,253,326,416,532,605,NE,Grant,769,40,,NEBRASKA,3100075
10000,31,77,253,326,416,532,615,NE,Greeley,3006,40,,NEBRASKA,3100077
10000,31,79,304,400,533,701,786,NE,Hall,48925,40,,NEBRASKA,3100079
10000,31,81,253,326,416,536,605,NE,Hamilton,8862,40,,NEBRASKA,3100081
10000,31,83,253,326,416,533,605,NE,Harlan,3810,40,,NEBRASKA,3100083
10000,31,85,253,341,416,532,630,NE,Hayes,1222,40,,NEBRASKA,3100085
10000,31,87,253,326,416,532,605,NE,Hitchcock,3750,40,,NEBRASKA,3100087
10000,31,89,253,326,416,532,605,NE,Holt,12599,40,,NEBRASKA,3100089
10000,31,91,253,341,416,533,605,NE,Hooker,793,40,,NEBRASKA,3100091
10000,31,93,253,326,416,532,605,NE,Howard,6055,40,,NEBRASKA,3100093
10000,31,95,253,326,416,532,605,NE,Jefferson,8759,40,,NEBRASKA,3100095
10000,31,97,253,330,416,532,605,NE,Johnson,4673,40,,NEBRASKA,3100097
10000,31,99,253,326,416,532,633,NE,Kearney,6629,40,,NEBRASKA,3100099
10000,31,101,253,326,416,532,605,NE,Keith,8584,40,,NEBRASKA,3100101
10000,31,103,253,326,416,532,605,NE,Keya Paha,1029,40,,NEBRASKA,3100103
10000,31,105,253,326,416,533,633,NE,Kimball,4108,40,,NEBRASKA,3100105
10000,31,107,253,338,416,532,605,NE,Knox,9534,40,,NEBRASKA,3100107
10000,31,111,259,339,416,532,605,NE,Lincoln,32508,40,,NEBRASKA,3100111
10000,31,113,253,326,416,532,634,NE,Logan,878,40,,NEBRASKA,3100113
10000,31,115,253,326,416,532,632,NE,Loup,683,40,,NEBRASKA,3100115
10000,31,117,253,326,416,533,605,NE,McPherson,546,40,,NEBRASKA,3100117
10000,31,119,259,341,451,584,712,NE,Madison,32655,40,,NEBRASKA,3100119
10000,31,121,253,326,416,532,605,NE,Merrick,8042,40,,NEBRASKA,3100121
10000,31,123,253,328,416,532,630,NE,Morrill,5423,40,,NEBRASKA,3100123
10000,31,125,253,326,416,532,605,NE,Nance,4275,40,,NEBRASKA,3100125
10000,31,127,253,326,416,532,605,NE,Nemaha,7980,40,,NEBRASKA,3100127
10000,31,129,253,326,416,532,605,NE,Nuckolls,5786,40,,NEBRASKA,3100129
10000,31,131,253,326,416,532,634,NE,Otoe,14252,40,,NEBRASKA,3100131
10000,31,133,253,326,416,536,605,NE,Pawnee,3317,40,,NEBRASKA,3100133
10000,31,135,253,326,416,532,605,NE,Perkins,3367,40,,NEBRASKA,3100135
10000,31,137,283,326,416,533,633,NE,Phelps,9715,40,,NEBRASKA,3100137
10000,31,139,253,326,416,532,605,NE,Pierce,7827,40,,NEBRASKA,3100139
10000,31,141,253,326,416,580,605,NE,Platte,29820,40,,NEBRASKA,3100141
10000,31,143,253,326,416,532,605,NE,Polk,5675,40,,NEBRASKA,3100143
10000,31,145,253,326,416,532,615,NE,Red Willow,11705,40,,NEBRASKA,3100145
10000,31,147,253,326,416,532,605,NE,Richardson,9937,40,,NEBRASKA,3100147
10000,31,149,253,333,416,532,605,NE,Rock,2019,40,,NEBRASKA,3100149
10000,31,151,253,340,416,532,605,NE,Saline,12715,40,,NEBRASKA,3100151
10000,31,155,253,326,416,532,605,NE,Saunders,18285,40,,NEBRASKA,3100155
10000,31,157,257,338,429,532,630,NE,Scotts Bluff,36025,40,,NEBRASKA,3100157
10000,31,159,314,326,425,532,605,NE,Seward,15450,40,,NEBRASKA,3100159
10000,31,161,253,326,416,532,606,NE,Sheridan,6750,40,,NEBRASKA,3100161
10000,31,163,253,328,416,532,634,NE,Sherman,3718,40,,NEBRASKA,3100163
10000,31,165,253,326,416,532,633,NE,Sioux,1549,40,,NEBRASKA,3100165
10000,31,167,253,326,416,532,605,NE,Stanton,6244,40,,NEBRASKA,3100167
10000,31,169,253,343,416,532,605,NE,Thayer,6635,40,,NEBRASKA,3100169
10000,31,171,253,326,416,532,605,NE,Thomas,851,40,,NEBRASKA,3100171
10000,31,173,253,326,416,532,605,NE,Thurston,6936,40,,NEBRASKA,3100173
10000,31,175,253,326,416,532,605,NE,Valley,5169,40,,NEBRASKA,3100175
10000,31,179,289,326,416,532,630,NE,Wayne,9364,40,,NEBRASKA,3100179
10000,31,181,253,326,416,532,605,NE,Webster,4279,40,,NEBRASKA,3100181
10000,31,183,253,326,416,533,605,NE,Wheeler,948,40,,NEBRASKA,3100183
10000,31,185,253,326,421,532,605,NE,York,14428,40,,NEBRASKA,3100185
4120,32,3,585,694,827,1150,1359,NV,Clark,741459,50,"Las Vegas, NV-AZ",NEVADA,4120
4120,32,23,585,694,827,1150,1359,NV,Nye,17781,50,"Las Vegas, NV-AZ",NEVADA,4120
6720,32,31,537,622,800,1114,1317,NV,Washoe,254667,40,"Reno, NV",NEVADA,6720
10000,32,1,476,484,646,890,1057,NV,Churchill,17938,40,,NEVADA,3200001
10000,32,5,427,623,782,1086,1207,NV,Douglas,27637,40,,NEVADA,3200005
10000,32,7,432,495,659,870,1083,NV,Elko,33530,40,,NEVADA,3200007
10000,32,9,459,573,645,804,901,NV,Esmeralda,1344,40,,NEVADA,3200009
10000,32,11,351,573,645,803,898,NV,Eureka,1547,40,,NEVADA,3200011
10000,32,13,516,542,653,857,915,NV,Humboldt,12844,40,,NEVADA,3200013
10000,32,15,355,549,645,806,1056,NV,Lander,6266,40,,NEVADA,3200015
10000,32,17,352,529,645,807,903,NV,Lincoln,3775,40,,NEVADA,3200017
10000,32,19,419,502,645,897,1057,NV,Lyon,20001,40,,NEVADA,3200019
10000,32,21,357,487,648,850,1063,NV,Mineral,6475,40,,NEVADA,3200021
10000,32,27,488,495,659,824,943,NV,Pershing,4336,40,,NEVADA,3200027
10000,32,29,495,501,659,917,1083,NV,Storey,2526,40,,NEVADA,3200029
10000,32,33,352,485,645,870,914,NV,White Pine,9264,40,,NEVADA,3200033
10000,32,510,370,506,677,941,1110,NV,Carson City,40443,40,,NEVADA,3200510
1120,33,15,953,1074,1343,1680,1972,NH,Rockingham,7243,40,"Boston, MA-NH",NEW HAMPSHIRE,1120
4160,33,15,607,733,923,1153,1418,NH,Rockingham,113223,40,"Lawrence, MA-NH",NEW HAMPSHIRE,4160
4560,33,11,646,835,1009,1264,1413,NH,Hillsborough,9408,40,"Lowell, MA-NH",NEW HAMPSHIRE,4560
4760,33,11,473,675,842,1053,1180,NH,Hillsborough,132944,40,"Manchester, NH",NEW HAMPSHIRE,4760
4760,33,13,473,675,842,1053,1180,NH,Merrimack,13416,40,"Manchester, NH",NEW HAMPSHIRE,4760
4760,33,15,473,675,842,1053,1180,NH,Rockingham,27423,40,"Manchester, NH",NEW HAMPSHIRE,4760
5350,33,11,557,777,963,1310,1558,NH,Hillsborough,168233,40,"Nashua, NH",NEW HAMPSHIRE,5350
6450,33,15,573,686,882,1132,1388,NH,Rockingham,88769,40,"Portsmouth-Rochester, NH-ME",NEW HAMPSHIRE,6450
6450,33,17,573,686,882,1132,1388,NH,Strafford,98111,40,"Portsmouth-Rochester, NH-ME",NEW HAMPSHIRE,6450
10000,33,1,467,540,710,960,1166,NH,Belknap,49216,40,,NEW HAMPSHIRE,3300001
10000,33,3,390,535,714,895,1115,NH,Carroll,35410,40,,NEW HAMPSHIRE,3300003
10000,33,5,485,575,736,959,1136,NH,Cheshire,70121,40,,NEW HAMPSHIRE,3300005
10000,33,7,335,409,524,684,809,NH,Coos,34828,40,,NEW HAMPSHIRE,3300007
10000,33,9,431,520,692,895,1130,NH,Grafton,74929,40,,NEW HAMPSHIRE,3300009
10000,33,11,459,573,764,1010,1216,NH,Hillsborough,25488,40,,NEW HAMPSHIRE,3300011
10000,33,13,482,577,719,922,1028,NH,Merrimack,106589,40,,NEW HAMPSHIRE,3300013
10000,33,15,501,586,785,1089,1256,NH,Rockingham,9187,40,,NEW HAMPSHIRE,3300015
10000,33,17,443,602,803,1006,1127,NH,Strafford,6122,40,,NEW HAMPSHIRE,3300017
10000,33,19,466,473,615,808,862,NH,Sullivan,38592,40,,NEW HAMPSHIRE,3300019
560,34,1,548,624,830,1039,1188,NJ,Atlantic,224327,40,"Atlantic-Cape May, NJ",NEW JERSEY,560
560,34,9,548,624,830,1039,1188,NJ,Cape May,95089,40,"Atlantic-Cape May, NJ",NEW JERSEY,560
875,34,3,763,930,1090,1452,1791,NJ,Bergen,825380,50,"Bergen-Passaic, NJ",NEW JERSEY,875
875,34,31,763,930,1090,1452,1791,NJ,Passaic,453060,50,"Bergen-Passaic, NJ",NEW JERSEY,875
3640,34,17,742,876,1020,1297,1427,NJ,Hudson,553099,40,"Jersey City, NJ",NEW JERSEY,3640
5015,34,19,819,897,1120,1521,1756,NJ,Hunterdon,107776,40,"Middlesex-Somerset-Hunterdon, NJ",NEW JERSEY,5015
5015,34,23,819,897,1120,1521,1756,NJ,Middlesex,671780,40,"Middlesex-Somerset-Hunterdon, NJ",NEW JERSEY,5015
5015,34,35,819,897,1120,1521,1756,NJ,Somerset,240279,40,"Middlesex-Somerset-Hunterdon, NJ",NEW JERSEY,5015
5190,34,25,642,769,976,1297,1521,NJ,Monmouth,553124,40,"Monmouth-Ocean, NJ",NEW JERSEY,5190
5190,34,29,642,769,976,1297,1521,NJ,Ocean,433203,40,"Monmouth-Ocean, NJ",NEW JERSEY,5190
5640,34,13,616,788,949,1195,1509,NJ,Essex,778206,50,"Newark, NJ",NEW JERSEY,5640
5640,34,27,616,788,949,1195,1509,NJ,Morris,421353,50,"Newark, NJ",NEW JERSEY,5640
5640,34,37,616,788,949,1195,1509,NJ,Sussex,130943,50,"Newark, NJ",NEW JERSEY,5640
5640,34,39,616,788,949,1195,1509,NJ,Union,493819,50,"Newark, NJ",NEW JERSEY,5640
5640,34,41,616,788,949,1195,1509,NJ,Warren,91607,50,"Newark, NJ",NEW JERSEY,5640
6160,34,5,573,704,871,1089,1366,NJ,Burlington,395066,50,"Philadelphia, PA-NJ",NEW JERSEY,6160
6160,34,7,573,704,871,1089,1366,NJ,Camden,502824,50,"Philadelphia, PA-NJ",NEW JERSEY,6160
6160,34,15,573,704,871,1089,1366,NJ,Gloucester,230082,50,"Philadelphia, PA-NJ",NEW JERSEY,6160
6160,34,33,573,704,871,1089,1366,NJ,Salem,65294,50,"Philadelphia, PA-NJ",NEW JERSEY,6160
8480,34,21,551,768,936,1268,1531,NJ,Mercer,325824,40,"Trenton, NJ",NEW JERSEY,8480
8760,34,11,529,644,776,968,1089,NJ,Cumberland,138053,40,"Vineland-Millville-Bridgeton, NJ",NEW JERSEY,8760
200,35,1,450,537,671,925,1092,NM,Bernalillo,480577,50,"Albuquerque, NM",NEW MEXICO,200
200,35,43,450,537,671,925,1092,NM,Sandoval,63319,50,"Albuquerque, NM",NEW MEXICO,200
200,35,61,450,537,671,925,1092,NM,Valencia,45235,50,"Albuquerque, NM",NEW MEXICO,200
4100,35,13,314,395,469,643,758,NM,Dona Ana,135510,40,"Las Cruces, NM",NEW MEXICO,4100
7490,35,28,455,644,795,1068,1210,NM,Los Alamos,18115,40,"Santa Fe, NM",NEW MEXICO,7490
7490,35,49,455,644,795,1068,1210,NM,Santa Fe,98928,40,"Santa Fe, NM",NEW MEXICO,7490
10000,35,3,292,340,422,568,641,NM,Catron,2563,40,,NEW MEXICO,3500003
10000,35,5,292,331,436,601,641,NM,Chaves,57849,40,,NEW MEXICO,3500005
10000,35,6,303,331,422,568,641,NM,Cibola,23794,40,,NEW MEXICO,3500006
10000,35,7,292,338,422,568,641,NM,Colfax,12925,40,,NEW MEXICO,3500007
10000,35,9,292,338,442,568,641,NM,Curry,42207,40,,NEW MEXICO,3500009
10000,35,11,292,331,422,568,641,NM,DeBaca,2252,40,,NEW MEXICO,3500011
10000,35,15,299,330,422,568,660,NM,Eddy,48605,40,,NEW MEXICO,3500015
10000,35,17,345,393,503,675,762,NM,Grant,27676,40,,NEW MEXICO,3500017
10000,35,19,292,330,422,568,645,NM,Guadalupe,4156,40,,NEW MEXICO,3500019
10000,35,21,292,330,422,568,641,NM,Harding,987,40,,NEW MEXICO,3500021
10000,35,23,292,330,422,568,641,NM,Hidalgo,5958,40,,NEW MEXICO,3500023
10000,35,25,292,330,422,568,641,NM,Lea,55765,40,,NEW MEXICO,3500025
10000,35,27,330,338,446,587,735,NM,Lincoln,12219,40,,NEW MEXICO,3500027
10000,35,29,320,352,451,605,683,NM,Luna,18110,40,,NEW MEXICO,3500029
10000,35,31,292,365,465,579,650,NM,McKinley,60686,40,,NEW MEXICO,3500031
10000,35,33,292,330,422,568,641,NM,Mora,4264,40,,NEW MEXICO,3500033
10000,35,35,292,330,422,588,641,NM,Otero,51928,40,,NEW MEXICO,3500035
10000,35,37,292,421,474,594,664,NM,Quay,10823,40,,NEW MEXICO,3500037
10000,35,39,340,348,428,568,641,NM,Rio Arriba,34365,40,,NEW MEXICO,3500039
10000,35,41,292,330,422,568,641,NM,Roosevelt,16702,40,,NEW MEXICO,3500041
